Measure,Argument,Prototype,Prototype-New Hvac,Prototype-New Hvac New Const Load Sch,Typical-Bar-Sliced,Typical-Bar-Blended,Typical-Urban-Blended,Prototype-Prototype-Blended,Prototype-Bar-Sliced,Prototype-Bar-Blended
create_bar_from_building_type_ratios,bldg_type_d_fract_bldg_area,,,,,,,,,
create_bar_from_building_type_ratios,bldg_type_d_num_units,,,,,,,,,
create_bar_from_building_type_ratios,total_bldg_floor_area,,,,,,,,,
create_bar_from_building_type_ratios,floor_height,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,num_stories_above_grade,,,,,,,,,
create_bar_from_building_type_ratios,num_stories_below_grade,,,,,,,,,
create_bar_from_building_type_ratios,building_rotation,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,template,90.1-2010,90.1-2010,90.1-2010,90.1-2004,90.1-2004,90.1-2010,90.1-2010,90.1-2010,90.1-2010
create_bar_from_building_type_ratios,ns_to_ew_ratio,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,wwr,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,party_wall_fraction,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,story_multiplier,None,None,None,None,None,None,None,None,None
create_bar_from_building_type_ratios,bar_division_method,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced,Multiple Space Types - Individual Stories Sliced
create_bar_from_building_type_ratios,__SKIP__,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
create_bar_from_building_type_ratios,single_floor_area,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,party_wall_stories_north,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,party_wall_stories_south,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,party_wall_stories_east,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,party_wall_stories_west,0,0,0,0,0,0,0,0,0
create_bar_from_building_type_ratios,bottom_story_ground_exposed_floor,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_bar_from_building_type_ratios,top_story_exterior_exposed_roof,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_bar_from_building_type_ratios,make_mid_story_surfaces_adiabatic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 1,template,90.1-2010,90.1-2010,90.1-2010,90.1-2004,90.1-2004,90.1-2010,90.1-2010,90.1-2010,90.1-2010
create_typical_building_from_model 1,add_thermostat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 1,add_hvac,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 1,remove_objects,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,kitchen_makeup,Largest Zone,Largest Zone,Largest Zone,Largest Zone,Largest Zone,Largest Zone,Largest Zone,Largest Zone,Largest Zone
create_typical_building_from_model 1,__SKIP__,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 1,system_type,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred
create_typical_building_from_model 1,hvac_delivery_type,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air
create_typical_building_from_model 1,htg_src,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas
create_typical_building_from_model 1,clg_src,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity
create_typical_building_from_model 1,exterior_lighting_zone,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas
create_typical_building_from_model 1,add_constructions,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,add_space_type_loads,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,add_elevators,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,add_exterior_lights,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,onsite_parking_fraction,1,1,1,1,1,1,1,1,1
create_typical_building_from_model 1,add_exhaust,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 1,add_swh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
blended_space_type_from_model,blend_method,Building Story,Building Story,Building Story,Building Story,Building,Building,Building,Building Story,Building Story
blended_space_type_from_model,__SKIP__,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Create Bar From Model 2,bar_division_method,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter,Single Space Type - Core and Perimeter
Create Bar From Model 2,__SKIP__,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Create Bar From Model 2,bar_calc_method,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box,Bar - Reduced Bounding Box
urban_geometry_creation,city_db_url,,,,,,,,,
urban_geometry_creation,project_id,,,,,,,,,
urban_geometry_creation,feature_id,,,,,,,,,
urban_geometry_creation,surrounding_buildings,None,None,None,None,None,None,None,None,None
urban_geometry_creation,__SKIP__,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
create_typical_building_from_model 2,template,90.1-2010,90.1-2010,90.1-2010,90.1-2010,90.1-2010,90.1-2010,90.1-2010,90.1-2010,90.1-2010
create_typical_building_from_model 2,add_constructions,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,add_space_type_loads,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,add_elevators,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,add_exterior_lights,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,add_exhaust,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,add_swh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,remove_objects,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 2,add_thermostat,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
create_typical_building_from_model 2,clg_src,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity
create_typical_building_from_model 2,htg_src,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas,NaturalGas
create_typical_building_from_model 2,hvac_delivery_type,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air,Forced Air
create_typical_building_from_model 2,system_type,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred,Inferred
create_typical_building_from_model 2,__SKIP__,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
create_typical_building_from_model 2,kitchen_makeup,Adjacent,Adjacent,Adjacent,Adjacent,Adjacent,Adjacent,Adjacent,Adjacent,Adjacent
create_typical_building_from_model 2,exterior_lighting_zone,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas,3 - All Other Areas
create_typical_building_from_model 2,onsite_parking_fraction,1,1,1,1,1,1,1,1,1
create_typical_building_from_model 2,add_hvac,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,building_summary_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,annual_overview_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,monthly_overview_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,utility_bills_rates_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,envelope_section_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,space_type_breakdown_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,space_type_details_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,interior_lighting_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,plug_loads_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,exterior_light_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,water_use_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,hvac_load_profile,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,zone_condition_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,zone_summary_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,zone_equipment_detail_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,air_loops_detail_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,plant_loops_detail_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,outdoor_air_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,cost_summary_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,source_energy_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OpenStudio Results,schedules_overview_section,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
datapoint_reports,city_db_url,,,,,,,,,
datapoint_reports,project_id,,,,,,,,,
datapoint_reports,datapoint_id,,,,,,,,,
